order_id,product_id,customer_id,category,subcategory,product_price,discount_percent,final_price,order_channel,payment_method,delivery_days,customer_tenure_days,num_prior_orders,num_prior_returns,customer_segment,region,weather_at_order,returned
O-00637,P-7801,C-3038,Home,Bedsheet,3361.0,8.0,3092.12,Website,Wallet,9,542,5,7,Loyal,South,Hot,0
O-00638,P-1281,C-2145,Electronics,Headphone,9477.0,16.0,7960.68,Mobile Web,UPI,2,98,17,9,Regular,West,Rainy,0
O-00639,P-2193,C-6813,Clothing,Shirt,18464.0,46.0,9970.56,Mobile Web,Wallet,3,1636,32,9,New,East,Clear,0
O-00640,P-4841,C-4306,Footwear,Boots,13229.0,15.0,11244.65,Mobile Web,UPI,1,1018,41,4,New,North,Cold,0
O-00641,P-2438,C-8367,Clothing,Shirt,7655.0,40.0,4593.0,App,Credit Card,3,1921,23,2,New,West,Rainy,0
O-00642,P-1052,C-1351,Footwear,Sandals,9022.0,3.0,8751.34,Website,Credit Card,7,1790,8,9,Loyal,East,Hot,1
O-00643,P-2204,C-1571,Clothing,Kurta,,,7986.16,,Credit Card,6,230,2,1,Loyal,,Rainy,0
O-00644,P-2272,C-9404,Clothing,Shirt,15963.0,23.0,12291.51,Website,Credit Card,1,749,31,6,New,East,Cold,0
O-00645,P-9290,C-2886,Shoes,Formal,1327.0,6.0,1247.38,App,UPI,5,1150,32,9,Loyal,North,Clear,0
O-00646,P-8953,C-3342,Clothing,Jacket,7449.0,1.0,7374.51,Mobile Web,Wallet,8,1641,7,6,Regular,East,Hot,0
O-00647,P-8543,C-3910,Shoes,Casual,17733.0,11.0,15782.37,Website,Wallet,4,508,45,9,New,South,Clear,0
O-00648,P-5560,C-6506,Clothing,Jacket,3589.0,31.0,2476.41,App,UPI,6,688,43,5,Regular,North,Clear,0
O-00649,P-5089,C-1910,Shoes,Formal,3347.0,29.0,2376.37,Website,Credit Card,1,941,36,3,Regular,North,Clear,0
O-00650,P-2310,C-6568,Shoes,Casual,4016.0,22.0,3132.48,Website,Credit Card,4,579,12,2,Regular,South,Hot,0
O-00651,P-2234,C-2783,Shoes,Formal,18631.0,15.0,15836.35,App,Wallet,8,1623,36,3,Regular,West,Cold,0
O-00652,P-7768,C-5079,Home,Bedsheet,16824.0,18.0,13795.68,App,COD,6,964,18,7,New,North,Cold,0
O-00653,P-1368,C-5955,Clothing,Jeans,8808.0,29.0,6253.68,Website,UPI,1,1943,35,6,Loyal,East,Clear,0
O-00654,P-4151,C-6556,Footwear,Boots,1474.0,16.0,1238.16,App,COD,6,576,43,8,New,East,Rainy,0
O-00655,P-3333,C-4274,Electronics,Mobile,5330.0,46.0,2878.2,Website,COD,3,357,46,9,Loyal,North,Hot,1
O-00656,P-8912,C-1558,Home,Lamp,,,2910.96,,Wallet,1,1373,25,3,Loyal,,Rainy,0
O-00657,P-3077,C-8655,Clothing,Jacket,12018.0,33.0,8052.06,Mobile Web,Wallet,5,1399,27,3,Regular,South,Cold,0
O-00658,P-6117,C-1624,Beauty,Serum,19021.0,10.0,17118.9,App,Credit Card,5,1882,30,4,Regular,East,Cold,0
O-00659,P-3178,C-6701,Home,Cookware,18272.0,28.0,13155.84,Mobile Web,Wallet,1,833,9,5,Regular,South,Cold,1
O-00660,P-9192,C-5793,Home,Cookware,17966.0,22.0,14013.48,Website,UPI,6,142,2,4,Regular,East,Rainy,0
O-00661,P-8056,C-3581,Home,Cookware,9157.0,35.0,5952.05,Mobile Web,Credit Card,4,1257,43,2,New,South,Clear,0
O-00662,P-4985,C-3496,Shoes,Formal,1561.0,31.0,1077.09,App,Credit Card,6,336,30,9,New,West,Hot,0
O-00663,P-6777,C-3732,Home,Lamp,1809.0,2.0,1772.82,App,UPI,7,367,48,4,New,North,Cold,0
O-00664,P-7401,C-5412,Clothing,Jeans,5398.0,5.0,5128.1,App,COD,6,345,19,1,Loyal,East,Cold,0
O-00665,P-7926,C-6223,Electronics,Laptop,16465.0,11.0,14653.85,Mobile Web,COD,9,874,14,1,Loyal,West,Clear,0
O-00666,P-3598,C-9645,Footwear,Sneakers,7335.0,18.0,6014.7,App,Credit Card,9,1591,39,1,New,West,Hot,0
O-00667,P-2131,C-2170,Home,Cookware,5962.0,26.0,4411.88,App,COD,9,1395,47,2,Regular,West,Rainy,0
O-00668,P-8818,C-7160,Home,Lamp,12380.0,29.0,8789.8,Website,Credit Card,5,465,25,6,Loyal,East,Clear,0
O-00669,P-8554,C-8807,Electronics,Charger,7817.0,18.0,6409.94,Website,UPI,8,354,37,5,Loyal,South,Cold,1
O-00670,P-7923,C-1941,Clothing,Kurta,4066.0,48.0,2114.32,Mobile Web,UPI,5,179,5,2,Regular,East,Cold,0
O-00671,P-6260,C-9105,Clothing,Tshirt,3665.0,6.0,3445.1,Mobile Web,Wallet,6,116,17,8,New,North,Cold,0
O-00672,P-4730,C-8269,Clothing,Kurta,10818.0,4.0,10385.28,Mobile Web,UPI,8,1555,2,6,Regular,East,Cold,0
O-00673,P-6765,C-1937,Electronics,Charger,19279.0,34.0,12724.14,Website,COD,5,1654,11,9,New,North,Cold,0
O-00674,P-1616,C-7049,Clothing,Tshirt,1474.0,15.0,1252.9,Mobile Web,Wallet,8,1551,44,7,Regular,West,Rainy,0
O-00675,P-6342,C-8976,Electronics,Headphone,3211.0,13.0,2793.57,App,Credit Card,7,1792,37,1,Regular,West,Cold,0
O-00676,P-4426,C-3142,Home,Cookware,18298.0,8.0,16834.16,Mobile Web,COD,6,1730,39,3,Loyal,South,Hot,1
O-00677,P-4690,C-9716,Clothing,Shirt,18706.0,47.0,9914.18,App,Wallet,3,83,37,3,New,West,Rainy,1
O-00678,P-2285,C-7741,Beauty,Cream,12267.0,11.0,10917.63,Website,UPI,3,45,2,6,New,North,Cold,0
O-00679,P-7158,C-4719,Footwear,Boots,16472.0,23.0,12683.44,Mobile Web,UPI,8,1236,32,3,Loyal,East,Cold,0
O-00680,P-5742,C-3896,Beauty,Perfume,5007.0,49.0,2553.57,App,UPI,1,1384,35,6,Regular,South,Hot,1
O-00681,P-2649,C-5184,Footwear,Boots,17266.0,49.0,8805.66,App,Wallet,5,494,4,7,Loyal,West,Cold,0
O-00682,P-8379,C-2046,Beauty,Perfume,9367.0,37.0,5901.21,Mobile Web,UPI,2,349,5,8,Loyal,North,Hot,0
O-00683,P-6139,C-4564,Home,Lamp,10473.0,32.0,7121.64,Mobile Web,UPI,8,1214,34,7,Loyal,East,Hot,0
O-00684,P-8472,C-4305,Home,Lamp,14164.0,38.0,8781.68,App,UPI,7,1633,25,7,New,East,Hot,0
O-00685,P-3238,C-3701,Footwear,Sandals,12158.0,39.0,7416.38,Website,COD,4,707,15,4,Regular,East,Rainy,0
O-00686,P-4295,C-5464,Shoes,Running,3644.0,22.0,2842.32,App,UPI,7,1459,12,3,Regular,East,Cold,0
O-00687,P-4009,C-6879,Shoes,Running,16494.0,16.0,13854.96,Website,Credit Card,3,201,45,8,Loyal,East,Cold,0
O-00688,P-3995,C-6512,Footwear,Sneakers,7664.0,46.0,4138.56,App,Credit Card,6,309,23,1,Loyal,East,Cold,0
O-00689,P-7123,C-9952,Beauty,Cream,19219.0,39.0,11723.59,Mobile Web,??,1,57,48,2,Regular,North,Hot,0
O-00690,P-5989,C-9422,Beauty,Serum,10371.0,22.0,8089.38,App,UPI,6,1144,1,2,Regular,East,Hot,0
O-00691,P-5217,C-7439,Home,Cookware,7534.0,41.0,4445.06,App,COD,2,398,30,6,Regular,South,Hot,1
O-00692,P-5299,C-5911,Clothing,Shirt,3479.0,5.0,3305.05,Website,UPI,2,51,35,9,New,North,Rainy,0
O-00693,P-4215,C-5432,Footwear,Boots,14303.0,47.0,7580.59,Website,COD,4,528,23,1,Loyal,West,Cold,0
O-00694,P-5659,C-5820,Clothing,Jacket,11852.0,16.0,9955.68,Mobile Web,Credit Card,1,1402,38,2,New,North,Cold,0
O-00695,P-5860,C-1245,Shoes,Running,4277.0,41.0,2523.43,Mobile Web,COD,8,1597,41,4,New,West,Hot,1
O-00696,P-2202,C-7473,Home,Bedsheet,5986.0,38.0,3711.32,Mobile Web,Credit Card,1,1111,26,5,New,East,Rainy,0
O-00697,P-8162,C-8818,Home,Lamp,17674.0,38.0,10957.88,App,UPI,5,936,35,0,New,East,Cold,0
O-00698,P-8373,C-7565,Electronics,Headphone,3552.0,25.0,2664.0,Mobile Web,Credit Card,8,507,2,1,Loyal,East,Clear,0
O-00699,P-3053,C-5973,Home,Cookware,2078.0,13.0,1807.86,App,COD,6,793,31,6,Loyal,West,Clear,0
O-00700,P-8344,C-9028,Beauty,Perfume,3125.0,18.0,2562.5,App,UPI,3,344,2,5,Loyal,East,Rainy,0
O-00701,P-5561,C-5121,Shoes,Casual,4931.0,22.0,3846.18,Mobile Web,COD,5,866,10,6,Loyal,East,Clear,0
O-00702,P-1129,C-1717,Clothing,Tshirt,6315.0,43.0,3599.55,App,Wallet,5,324,15,9,Loyal,North,Clear,0
O-00703,P-6456,C-8192,Clothing,Tshirt,7097.0,31.0,4896.93,App,UPI,4,103,36,5,Regular,West,Clear,1
O-00704,P-4104,C-8515,Shoes,Formal,15162.0,18.0,12432.84,App,COD,6,1814,25,1,Regular,South,Cold,0
O-00705,P-6135,C-1384,Home,Lamp,13639.0,18.0,11183.98,Website,UPI,5,1900,47,4,Regular,North,Rainy,0
O-00706,P-6147,C-1823,Beauty,Serum,,,9452.04,,Wallet,6,1873,40,0,Loyal,,Cold,0
O-00707,P-5993,C-2407,Clothing,Shirt,11986.0,28.0,8629.92,Website,COD,2,1002,30,6,Loyal,West,Rainy,0
O-00708,P-7328,C-9281,Beauty,Serum,15249.0,48.0,7929.48,App,COD,6,1085,6,7,New,West,Clear,0
O-00709,P-5175,C-9809,Home,Lamp,14132.0,47.0,7489.96,Website,Wallet,7,274,32,8,New,West,Clear,1
O-00710,P-9313,C-2853,Shoes,Formal,2512.0,28.0,1808.64,App,UPI,4,106,22,2,New,South,Clear,0
O-00711,P-2558,C-3560,Footwear,Boots,9334.0,45.0,5133.7,Mobile Web,COD,8,857,20,4,Loyal,North,Cold,0
O-00712,P-4493,C-8443,Beauty,Perfume,,,8214.36,,Credit Card,1,641,13,4,Regular,,Rainy,0
O-00713,P-3368,C-1248,Clothing,Jacket,15457.0,11.0,13756.73,Website,COD,9,276,32,5,New,West,Clear,0
O-00714,P-2390,C-9318,Shoes,Formal,8182.0,14.0,7036.52,Website,Wallet,3,1910,43,3,Regular,West,Clear,0
O-00715,P-1675,C-1453,Home,Cookware,6801.0,45.0,3740.55,Website,COD,1,374,5,8,New,East,Hot,1
O-00716,P-8704,C-1615,Home,Lamp,1559.0,5.0,1481.05,App,COD,1,242,28,6,New,West,Clear,0
O-00717,P-8654,C-4137,Home,Bedsheet,2359.0,12.0,2075.92,App,Credit Card,7,142,2,1,New,East,Clear,0
O-00718,P-1585,C-1493,Home,Lamp,7616.0,21.0,6016.64,Website,COD,6,771,6,5,Regular,East,Clear,0
O-00719,P-8947,C-9699,Electronics,Charger,14522.0,21.0,11472.38,App,Wallet,1,267,2,3,Loyal,East,Hot,0
O-00720,P-9567,C-6025,clOThing,Jeans,5371.0,10.0,4833.9,Website,COD,7,950,19,6,New,East,Cold,1
O-00721,P-2191,C-7181,Electronics,Mobile,10103.0,18.0,8284.46,App,UPI,9,141,12,3,Regular,North,Cold,0
O-00722,P-3587,C-3997,Clothing,Shirt,2509.0,5.0,2383.55,Website,UPI,7,594,13,2,New,West,Clear,0
O-00723,P-2458,C-5004,Home,Cookware,17389.0,9.0,15823.99,Mobile Web,COD,7,321,39,0,Regular,East,Rainy,0
O-00724,P-3936,C-7600,Home,Bedsheet,15511.0,36.0,9927.04,Mobile Web,Wallet,7,1535,40,2,Loyal,North,Rainy,1
O-00725,P-5933,C-5061,Shoes,Casual,4355.0,4.0,4180.8,Website,COD,3,17,15,9,New,East,Clear,1
O-00726,P-9023,C-8640,Home,Cookware,11496.0,13.0,10001.52,Website,Credit Card,6,1473,23,9,Regular,North,Hot,0
O-00727,P-8062,C-4852,Footwear,Sandals,11327.0,19.0,9174.87,Mobile Web,UPI,3,1981,26,7,Regular,South,Cold,0
O-00728,P-5749,C-4488,Footwear,Sneakers,926.0,48.0,481.52,Mobile Web,Credit Card,6,1374,9,0,Loyal,North,Hot,0
O-00729,P-1430,C-8557,Beauty,Serum,15674.0,30.0,10971.8,App,COD,8,397,26,4,Loyal,North,Clear,0
O-00730,P-5139,C-9680,Footwear,Sandals,3144.0,48.0,1634.88,Mobile Web,COD,5,849,24,3,Regular,South,Clear,1
O-00731,P-1711,C-3608,Shoes,Formal,7873.0,19.0,6377.13,Mobile Web,COD,2,1693,26,0,Regular,East,Rainy,0
O-00732,P-2398,C-6983,Footwear,Boots,5104.0,13.0,4440.48,Website,UPI,7,759,9,5,Regular,South,Rainy,1
O-00733,P-6096,C-5587,Electronics,Laptop,1124.0,7.0,1045.32,Website,COD,8,976,7,3,New,South,Rainy,0
O-00734,P-8365,C-8378,Footwear,Boots,9900.0,48.0,5148.0,App,UPI,4,201,3,6,Regular,West,Hot,0
O-00735,P-1200,C-2595,Footwear,Sandals,19320.0,32.0,13137.6,Website,COD,2,1585,7,1,Regular,North,Rainy,0
O-00736,P-4407,C-2571,Shoes,Casual,12401.0,11.0,11036.89,Mobile Web,COD,2,932,21,3,Regular,South,Cold,0
O-00737,P-9543,C-5339,Shoes,Casual,16548.0,5.0,15720.6,Mobile Web,COD,1,1770,22,1,Regular,North,Rainy,0
O-00738,P-1671,C-2411,Beauty,Serum,16799.0,9.0,15287.09,Mobile Web,UPI,1,345,1,8,Regular,North,Clear,0
O-00739,P-4546,C-7543,Beauty,Cream,1574.0,1.0,1558.26,Website,COD,6,1316,9,7,Regular,North,Rainy,1
O-00740,P-1779,C-9972,Beauty,Perfume,7913.0,23.0,6093.01,Mobile Web,COD,6,1562,25,2,Loyal,South,Rainy,0
O-00741,P-8707,C-9169,Home,Lamp,18043.0,46.0,9743.22,Mobile Web,Wallet,6,272,5,7,New,West,Cold,0
O-00742,P-2839,C-9425,Home,Bedsheet,19309.0,40.0,11585.4,Website,Wallet,5,1211,8,3,Loyal,West,Clear,0
O-00743,P-1318,C-7384,Footwear,Boots,,,1286.5,,COD,3,1693,2,9,Loyal,,Clear,0
O-00744,P-7357,C-8925,Beauty,Cream,10723.0,17.0,8900.09,Website,Credit Card,6,1970,11,2,Regular,East,Cold,0
O-00745,P-8648,C-8618,Home,Bedsheet,7620.0,9.0,6934.2,Mobile Web,Credit Card,3,812,3,2,Regular,South,Clear,0
O-00746,P-7715,C-8807,Shoes,Casual,9495.0,42.0,5507.1,Website,UPI,4,1127,16,4,New,East,Hot,0
O-00747,P-4003,C-5065,Shoes,Formal,2040.0,44.0,1142.4,Website,UPI,8,1279,48,9,Regular,East,Hot,0
O-00748,P-9272,C-1921,Footwear,Boots,15496.0,31.0,10692.24,Mobile Web,UPI,4,1565,13,8,Regular,South,Rainy,0
O-00749,P-6093,C-4133,Clothing,Jeans,16733.0,23.0,12884.41,App,Credit Card,9,1044,21,1,Loyal,West,Cold,0
O-00750,P-5980,C-2097,Footwear,Sneakers,4272.0,19.0,3460.32,Mobile Web,UPI,8,564,2,3,Loyal,South,Hot,0
O-00751,P-7050,C-8880,Home,Cookware,7371.0,14.0,6339.06,App,UPI,8,931,25,7,New,West,Rainy,0
O-00752,P-8895,C-5675,Home,Bedsheet,3631.0,9.0,3304.21,App,COD,2,1840,48,3,New,South,Clear,0
O-00753,P-4394,C-6409,Shoes,Running,4116.0,6.0,3869.04,App,Wallet,5,1588,23,1,New,East,Hot,0
O-00754,P-1021,C-1740,Beauty,Cream,4312.0,5.0,4096.4,Website,COD,2,244,36,6,Loyal,North,Clear,0
O-00755,P-4557,C-7826,Clothing,Tshirt,8545.0,0.0,8545.0,Website,UPI,5,1894,26,5,Loyal,North,Clear,0
O-00756,P-7217,C-2062,Footwear,Sneakers,17584.0,30.0,12308.8,Website,Credit Card,5,1392,33,4,Loyal,South,Clear,1
O-00757,P-2166,C-5199,Electronics,Mobile,4790.0,19.0,3879.9,Mobile Web,COD,9,828,29,4,New,North,Hot,0
O-00758,P-5561,C-8819,Shoes,Casual,7893.0,6.0,7419.42,App,Wallet,8,497,28,7,Regular,East,Cold,0
O-00759,P-1165,C-2377,Beauty,Perfume,17076.0,11.0,15197.64,App,Credit Card,5,942,0,6,Regular,West,Clear,0
O-00760,P-3461,C-3383,Electronics,Charger,9918.0,21.0,7835.22,Mobile Web,Wallet,7,1476,23,0,Loyal,West,Hot,0
O-00761,P-3986,C-7435,Shoes,Running,3356.0,36.0,2147.84,Mobile Web,UPI,1,1116,20,8,Regular,North,Cold,0
O-00762,P-4613,C-1561,Beauty,Perfume,17351.0,39.0,10584.11,Website,Wallet,9,1366,28,5,New,North,Clear,0
O-00763,P-4803,C-4128,Electronics,Headphone,9775.0,12.0,8602.0,Mobile Web,Wallet,1,935,49,8,Loyal,East,Clear,0
O-00764,P-6930,C-5130,Shoes,Formal,,,5240.0,,UPI,9,733,13,6,Regular,,Cold,1
O-00765,P-6907,C-4977,Electronics,Charger,1968.0,0.0,1968.0,App,UPI,2,754,11,5,Loyal,West,Clear,0
O-00766,P-7956,C-2790,Electronics,Laptop,17573.0,45.0,9665.15,App,Wallet,9,508,2,6,Regular,West,Hot,0
O-00767,P-2854,C-7768,Clothing,Shirt,15644.0,8.0,14392.48,App,COD,1,944,31,7,Loyal,East,Cold,1
O-00768,P-5037,C-4212,Electronics,Mobile,19385.0,12.0,17058.8,App,Wallet,2,209,17,1,Loyal,North,Rainy,0
O-00769,P-3622,C-3466,Clothing,Jeans,4807.0,4.0,4614.72,Website,Wallet,3,1412,38,0,Regular,South,Hot,0
O-00770,P-5550,C-9336,Electronics,Charger,11823.0,1.0,11704.77,Mobile Web,UPI,9,379,12,1,Loyal,East,Hot,0
O-00771,P-1465,C-6035,Clothing,Jacket,19291.0,1.0,19098.09,App,Credit Card,9,567,14,8,Regular,North,Clear,1
O-00772,P-4428,C-4929,Shoes,Formal,3366.0,6.0,3164.04,Mobile Web,Credit Card,2,1172,43,6,New,North,Rainy,0
O-00773,P-6380,C-4943,Clothing,Shirt,10673.0,47.0,5656.69,Mobile Web,Credit Card,7,1154,38,5,Regular,East,Cold,0
O-00774,P-6806,C-3409,Shoes,Running,10743.0,44.0,6016.08,Website,UPI,4,463,31,1,Regular,West,Cold,0
O-00775,P-9526,C-6415,Clothing,Jacket,7172.0,41.0,4231.48,Website,Credit Card,3,364,17,4,Loyal,South,Hot,0
O-00776,P-5622,C-7071,Clothing,Jacket,17304.0,16.0,14535.36,App,Credit Card,7,820,21,3,Loyal,West,Cold,0
O-00777,P-4625,C-1840,Beauty,Cream,17952.0,13.0,15618.24,App,UPI,5,44,42,1,Loyal,South,Rainy,0
O-00778,P-8793,C-1988,Clothing,Shirt,2290.0,30.0,1603.0,App,Credit Card,1,616,0,4,Loyal,South,Rainy,0
O-00779,P-7505,C-2128,Clothing,Shirt,3799.0,49.0,1937.49,App,UPI,2,1704,47,2,New,South,Hot,0
O-00780,P-4850,C-6557,Beauty,Cream,256.0,0.0,256.0,App,COD,9,1980,32,5,Regular,South,Clear,0
O-00781,P-6637,C-8926,Home,Lamp,12252.0,3.0,11884.44,Website,Credit Card,3,1587,22,2,Regular,North,Cold,0
O-00782,P-1213,C-7377,Beauty,Cream,7843.0,32.0,5333.24,Mobile Web,Credit Card,2,1500,16,7,Regular,North,Clear,1
O-00783,P-2553,C-3802,Electronics,Mobile,18781.0,45.0,10329.55,Mobile Web,Credit Card,6,1978,31,6,Regular,East,Rainy,0
O-00784,P-9628,C-5878,Home,Cookware,12075.0,39.0,7365.75,Mobile Web,UPI,4,843,16,7,Loyal,South,Clear,0
O-00785,P-8109,C-8255,Shoes,Running,14436.0,35.0,9383.4,Mobile Web,UPI,1,392,44,8,New,South,Clear,0
O-00786,P-7146,C-1391,Electronics,Headphone,8814.0,32.0,5993.52,App,UPI,4,1992,44,6,New,North,Rainy,0
O-00787,P-1353,C-8419,Clothing,Jacket,9965.0,29.0,7075.15,Website,COD,3,712,1,9,Loyal,West,Rainy,0
O-00788,P-1529,C-2733,Home,Bedsheet,9131.0,38.0,5661.22,Mobile Web,Wallet,8,743,22,0,New,East,Rainy,1
O-00789,P-9230,C-3106,Footwear,Boots,11528.0,27.0,8415.44,App,Credit Card,5,1958,2,1,Regular,South,Cold,0
O-00790,P-6453,C-4866,Footwear,Sandals,10725.0,29.0,7614.75,App,COD,2,1240,42,8,New,North,Hot,0
O-00791,P-4651,C-8564,Footwear,Boots,12582.0,36.0,8052.48,Website,Credit Card,4,904,42,3,New,South,Rainy,1
O-00792,P-4504,C-3880,Footwear,Sneakers,8594.0,1.0,8508.06,App,UPI,3,295,37,0,Regular,East,Cold,0
O-00793,P-5160,C-1884,Beauty,Perfume,4376.0,39.0,2669.36,Website,Wallet,2,39,45,5,New,West,Rainy,0
O-00794,P-1545,C-7867,Electronics,Mobile,7370.0,15.0,6264.5,App,Wallet,1,722,4,3,Regular,North,Hot,0
O-00795,P-4930,C-3438,Clothing,Kurta,,,3892.0,,Wallet,6,1820,24,4,Loyal,,Rainy,0
O-00796,P-3189,C-9712,Beauty,Cream,8390.0,44.0,4698.4,App,UPI,6,1192,45,9,Loyal,East,Rainy,0
O-00797,P-5374,C-8376,Clothing,Jacket,7321.0,23.0,5637.17,App,UPI,1,703,4,5,Loyal,South,Cold,0
O-00798,P-4554,C-1496,Shoes,Casual,7826.0,41.0,4617.34,Website,COD,4,1008,36,2,Regular,North,Rainy,0
O-00799,P-1766,C-5544,Electronics,Mobile,11630.0,32.0,7908.4,App,UPI,6,1441,35,7,New,West,Rainy,0
O-00800,P-6235,C-2289,Footwear,Sneakers,14343.0,33.0,9609.81,Website,COD,5,1020,38,9,New,North,Hot,1
O-00801,P-3659,C-5437,Footwear,Sandals,6497.0,33.0,4352.99,Mobile Web,UPI,1,1771,13,7,Loyal,East,Clear,0
O-00802,P-2511,C-6694,Shoes,Formal,15803.0,38.0,9797.86,App,COD,4,217,5,7,Regular,South,Clear,0
O-00803,P-1225,C-9720,Home,Cookware,2646.0,6.0,2487.24,Website,Credit Card,9,1873,16,4,Regular,North,Cold,0
O-00804,P-8750,C-7536,Home,Lamp,496.0,32.0,337.28,Website,COD,7,1503,24,5,Regular,North,Rainy,0
O-00805,P-3350,C-1503,Electronics,Headphone,18322.0,8.0,16856.24,App,Credit Card,4,1966,44,8,Loyal,East,Hot,0
O-00806,P-6410,C-8084,Shoes,Running,6917.0,12.0,6086.96,App,Credit Card,2,163,20,5,New,South,Cold,0
O-00807,P-5181,C-4669,Shoes,Casual,11620.0,35.0,7553.0,App,COD,1,680,39,2,New,South,Hot,1
O-00808,P-9150,C-4334,Electronics,Headphone,4505.0,41.0,2657.95,App,COD,3,932,26,3,Regular,South,Hot,1
O-00809,P-5725,C-7128,Footwear,Sandals,13516.0,28.0,9731.52,Website,Credit Card,3,881,6,3,New,North,Rainy,0
O-00810,P-7100,C-9736,Home,Lamp,6699.0,36.0,4287.36,App,Wallet,1,1755,32,4,Regular,North,Cold,0
O-00811,P-7332,C-3378,Beauty,Perfume,17758.0,21.0,14028.82,Mobile Web,Credit Card,4,1260,13,6,Regular,South,Cold,0
O-00812,P-2114,C-8493,Clothing,Tshirt,3257.0,5.0,3094.15,Mobile Web,Credit Card,1,1730,30,5,Loyal,South,Rainy,0
O-00813,P-1648,C-5298,Beauty,Perfume,16820.0,15.0,14297.0,Website,Wallet,3,1493,41,8,Loyal,West,Hot,0
O-00814,P-6998,C-4791,Footwear,Sneakers,12135.0,28.0,8737.2,Mobile Web,COD,7,1625,44,9,Regular,North,Hot,1
O-00815,P-2482,C-8118,Beauty,Serum,12211.0,37.0,7692.93,Website,UPI,5,1022,27,3,New,North,Rainy,0
O-00816,P-9771,C-7306,Electronics,Mobile,6317.0,2.0,6190.66,App,UPI,7,1915,28,2,Loyal,East,Hot,0
O-00817,P-6813,C-1610,Clothing,Jacket,17662.0,28.0,12716.64,Mobile Web,UPI,3,1419,46,4,Regular,East,Rainy,0
O-00818,P-7511,C-9292,Home,Lamp,15523.0,42.0,9003.34,Mobile Web,Wallet,7,1675,44,9,Regular,East,Cold,1
O-00819,P-1293,C-5294,Shoes,Casual,8683.0,35.0,5643.95,App,UPI,9,1104,7,3,New,West,Rainy,1
O-00820,P-4563,C-6999,Footwear,Boots,11612.0,21.0,9173.48,App,Wallet,6,463,26,8,New,East,Hot,0
O-00821,P-7334,C-3238,Beauty,Perfume,17844.0,18.0,14632.08,Mobile Web,Wallet,3,1126,41,0,Loyal,West,Cold,0
O-00822,P-9718,C-1387,Electronics,Mobile,14162.0,31.0,9771.78,Mobile Web,Credit Card,3,781,38,9,New,West,Hot,0
O-00823,P-6132,C-1519,Beauty,Cream,1762.0,0.0,1762.0,Mobile Web,COD,1,522,38,9,New,East,Cold,0
O-00824,P-4522,C-9003,Beauty,Perfume,14751.0,26.0,10915.74,Mobile Web,Credit Card,7,805,37,0,Loyal,East,Hot,0
O-00825,P-8521,C-8303,Clothing,Jacket,15027.0,22.0,11721.06,App,COD,3,12,28,5,Regular,North,Cold,1
O-00826,P-3190,C-8403,Shoes,Casual,14419.0,37.0,9083.97,Mobile Web,Credit Card,4,1056,1,5,New,North,Hot,0
O-00827,P-9334,C-5343,Home,Lamp,16180.0,16.0,13591.2,Website,COD,2,1049,13,5,New,South,Hot,0
O-00828,P-3060,C-3401,Home,Lamp,218.0,30.0,152.6,App,UPI,2,1068,8,5,Regular,North,Clear,0
O-00829,P-2019,C-6940,Electronics,Charger,4579.0,46.0,2472.66,App,COD,4,179,22,2,New,West,Cold,1
O-00830,P-5589,C-5365,Shoes,Running,6650.0,20.0,5320.0,App,Wallet,9,669,11,5,Regular,West,Rainy,1
O-00831,P-9014,C-2263,Clothing,Tshirt,6466.0,42.0,3750.28,Mobile Web,Credit Card,3,819,22,1,Loyal,North,Clear,1
O-00832,P-8291,C-8942,Electronics,Headphone,7660.0,6.0,7200.4,Mobile Web,Credit Card,9,707,21,0,Loyal,North,Hot,0
O-00833,P-3245,C-8169,Home,Cookware,8086.0,26.0,5983.64,Website,UPI,8,463,22,9,Regular,North,Rainy,0
O-00834,P-8153,C-8927,Shoes,Running,16810.0,19.0,13616.1,App,Wallet,6,1464,37,1,Loyal,North,Rainy,0
O-00835,P-7415,C-6163,Shoes,Running,7862.0,23.0,6053.74,Website,Wallet,5,1540,45,6,New,South,Hot,0
O-00836,P-1092,C-8530,Footwear,Sneakers,4851.0,39.0,2959.11,Website,Wallet,3,1659,28,8,New,West,Rainy,1
O-00837,P-2423,C-4036,Shoes,Casual,19622.0,28.0,14127.84,Website,COD,9,1916,28,5,Loyal,East,Clear,0
O-00838,P-4444,C-4983,Home,Bedsheet,17948.0,29.0,12743.08,Mobile Web,Wallet,3,594,32,7,Regular,East,Clear,0
O-00839,P-9773,C-9978,Home,Lamp,,,3877.74,,UPI,8,923,42,8,Regular,,Cold,0
O-00840,P-4800,C-1230,Footwear,Boots,2783.0,49.0,1419.33,App,UPI,7,1137,6,4,New,South,Hot,1
O-00841,P-3239,C-7888,Home,Bedsheet,6865.0,35.0,4462.25,Website,COD,8,1705,28,7,New,South,Rainy,0
O-00842,P-6025,C-1727,Beauty,Cream,12097.0,10.0,10887.3,Mobile Web,COD,9,1679,28,9,Loyal,North,Hot,0
O-00843,P-2125,C-2488,Shoes,Formal,9129.0,9.0,8307.39,Mobile Web,Credit Card,4,904,8,5,Regular,West,Clear,0
O-00844,P-2770,C-5416,Shoes,Casual,14415.0,32.0,9802.2,Website,UPI,1,364,25,2,Regular,North,Hot,0
